Smiles,conductivity,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA7,SMR_VSA1,SMR_VSA10,SMR_VSA7,SlogP_VSA2,SlogP_VSA6,TPSA,EState_VSA10,EState_VSA2,EState_VSA3,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,HeavyAtomCount,NHOHCount,NOCount,NumAromaticCarbocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,RingCount,MolLogP,MolMR,fr_benzene,conductivity_class
C1=CN=CC=NC=CC=NC=CN=C1,50,3.921094104,3.921094104,1.590702948,1.590702948,0.6159639,186.218,176.138,186.0905463,70,0.045040669,-0.26307099,0.26307099,0.045040669,0.357142857,0.642857143,0.928571429,14.68423949,10.68124852,1.593151671,-1.697736537,1.685445186,-1.636682113,4.770400098,1.238332311,2.217310877,3,224.9156212,9.899494937,7.562357074,7.562357074,7,4.065591118,4.065591118,2.173754561,2.173754561,1.166128892,1.166128892,0.628463304,0.628463304,-2.1,1873.627691,9.984033613,7.544022315,5.537596215,82.39389552,0,12.13273414,0,0,61.70748271,19.93591408,61.70748271,51.56,0,0,0,0,0,0,3.444444444,14,0,4,0,1,4,0,4,1,1.5154,52.878,0,Class_2
C1=CNC(=S)C(=C1)C(=O)O,11,10.33509259,10.33509259,0.136574074,-0.998287037,0.603200405,155.178,150.138,155.0040994,52,0.338209454,-0.47756099,0.47756099,0.338209454,1.7,2.4,2.8,32.09199361,10.28643624,2.01174909,-1.901479884,1.971947595,-1.967792819,7.711398775,0.069556856,1.878744529,3.292254487,304.6161679,7.560477932,4.995760984,5.812257565,4.715214055,2.625872024,3.034120315,1.718072835,2.126321125,1.048577847,1.38634218,0.589985828,0.813378805,-1.16,182.2382193,6.953122172,2.616524836,1.21789435,62.33052931,10.09050592,12.13273414,9.901064579,18.18717873,28.53361847,16.0598112,18.32957771,53.09,4.794537184,10.20404076,0,8.478981481,0.136574074,-0.998287037,3.055972222,10,2,3,0,1,2,2,4,1,1.44239,38.586,0,Class_2
C1=CNC(=S)C(=S)N1,0.0006,4.762268519,4.762268519,0.585648148,0.585648148,0.543991943,144.224,140.192,143.9815901,42,0.137949702,-0.349038758,0.349038758,0.137949702,1,1.375,1.625,32.09408265,10.77127845,1.736022647,-1.803725188,1.822622641,-1.753158505,7.733447139,1.158616413,1.768177215,3.586135822,242.6119538,5.983127663,3.971197119,5.604190281,3.804530453,2.068931893,2.885428474,1.280256758,2.096753339,0.718417437,1.491577176,0.365802397,0.619736291,-0.48,72.49526583,5.652978723,2.192057058,1.019024129,56.58825958,9.967957042,0,0,24.43574689,21.67486568,9.967957042,12.39368714,31.58,0,0,9.281178535,0,0,0,0,8,2,2,0,1,2,2,4,1,1.80178,36.8114,0,Class_1
C1=CSC2=C1SC=C2,0.111,2.157407407,2.157407407,1.412037037,1.412037037,0.527461214,140.232,136.2,139.9754421,40,0.045001368,-0.142903986,0.142903986,0.045001368,0.875,1.375,1.875,32.13607061,10.53508825,1.902762696,-1.634514629,2.245361889,-1.326792338,7.254271145,2.235624148,2.150348863,3.062247833,227.8603611,5.397341225,4.125897658,5.75889082,3.966326495,2.373669747,4.13297537,1.569702661,3.465091047,1.071699981,2.965099943,0.697234872,2.521262994,-0.34,141.9230249,4.530451066,1.569314512,0.501192714,55.39379419,0,22.89285968,0,32.07341159,22.89285968,0,22.89285968,0,0,0,0,4.252314815,0,0,4.314814815,8,0,0,0,2,2,0,2,2,2.9628,39.702,0,Class_2
C1=NN=CN=N1,8.17E-10,3.361111111,3.361111111,1.277777778,1.277777778,0.413589428,82.066,80.05,82.02794606,30,0.160231588,-0.135300507,0.160231588,0.135300507,0.666666667,1,1.166666667,15.23961129,11.30469529,1.607419742,-1.676386467,1.495069506,-1.81488058,4.353613628,0.852689379,1.719973094,3,77.47078006,4.242640687,2.94355492,2.94355492,3,1.432795559,1.432795559,0.692820323,0.692820323,0.339892445,0.339892445,0.16544498,0.16544498,-1.06,34.39946188,3.14242915,1.395522956,0.453416053,34.24690218,0,0,0,0,12.65464015,20.39472723,12.65464015,51.56,0,0,0,13.44444444,0,0,0,6,0,4,0,1,4,0,4,1,-0.7334,17.622,0,Class_0
C1C2C(S)C3C4C1C1CC(CC3C1C2)C4,3.33E-05,4.994560973,4.994560973,0.798611111,0.798611111,0.595357283,220.381,200.221,220.1285716,82,0.007901007,-0.175326575,0.175326575,0.007901007,0.666666667,1.2,1.866666667,32.11699689,9.35522024,2.651790727,-2.708271832,2.713011297,-2.654466834,7.805395429,-0.198392795,2.256997417,1.692398045,301.30039,9.731686329,9.178899924,10.07332712,7.32649984,7.007348461,7.523746241,7.19183217,7.788116964,7.032214066,7.798116273,6.891941906,7.577568,0.35,7425.521501,8.44209516,2.443801137,0.798642549,97.60940941,0,79.44735648,0,12.62878915,0,5.24993803,0,0,0,0,0,0.798611111,0,8.982067901,0,15,0,0,0,0,1,1,1,7,3.2329,63.779,0,Class_0
C1C2CC3CC1CC(C2)(C3)S,0.0001,4.850185185,4.850185185,0.494791667,0.494791667,0.528257269,168.305,152.177,168.0972715,62,0.013746635,-0.172470493,0.172470493,0.013746635,0.818181818,1.181818182,1.454545455,32.11712532,9.557404912,2.483561233,-2.543511767,2.574639285,-2.466453254,7.813897952,0.039249807,1.787472376,1.940003547,150.0275861,7.474691495,6.92190509,7.816332281,5.234894786,4.958501584,5.405715179,5.141897077,6.090580375,4.005912086,4.553634644,4.064931903,4.839528572,0.35,434.3557873,6.822036359,1.985033374,0.96471413,74.16130326,0,56.27864788,0,12.62878915,0,4.747022453,0,0,0,0,4.747022453,0,0,3.204861111,0,11,0,0,0,0,1,1,1,4,2.885,49.889,0,Class_1
C1CCN(C1)C(=S)S,4.70E-10,4.845401235,4.845401235,0.752314815,0.752314815,0.406185915,147.268,138.196,147.0176413,46,0.132777164,-0.357727181,0.357727181,0.132777164,1.375,1.875,2.125,32.14267056,10.39358405,2.101533069,-2.119348579,2.086471447,-2.204810727,8.104656505,0.539308994,2.115968032,2.349936739,96.6017922,5.983127663,4.631102606,6.342026378,3.804530453,2.783793273,3.639255159,1.976729126,3.089600055,1.376583131,1.917624733,0.90841797,1.290992156,0.24,93.10259339,6.361359223,2.688486328,1.356171274,60.46686891,4.899909731,12.84164325,0,29.16719668,0,22.30995663,0,3.24,0,0,0,0,0,0,0,8,0,1,0,0,1,1,3,1,1.2969,42.391,0,Class_0
N(C1C(C)=NNC=1C)1C(C2C3C4C(C(=O)N(C(C=4C=CC=3C1=O)=O)C1C(C)=NNC=1C)=CC=2)=O,2.10E-08,13.51964463,13.51964463,0.249927984,-0.529952759,0.447419975,454.446,436.302,454.1389531,168,0.265611511,-0.280396407,0.280396407,0.265611511,0.558823529,0.852941176,1.088235294,16.18267148,9.85245357,2.419672695,-2.315524281,2.409051874,-2.436250123,6.419480896,0.087235242,3.317266112,1.604047134,1412.350194,24.04915909,18.73124862,18.73124862,16.21812181,10.62393176,10.62393176,8.52804544,8.52804544,6.520335444,6.520335444,5.029776558,5.029776558,-4.6,71765947.37,20.03858843,6.471361799,2.285946306,192.0954104,0,51.96041707,19.17814874,45.7759399,69.29498622,44.02344615,24.26546827,132.12,19.17814874,22.25380597,44.92293296,14.4620503,3.996901861,-2.119811036,6.160429894,34,2,10,2,4,6,2,10,6,3.12088,122.3514,2,Class_0
N1=C2C3=NC4C=C(O)C(O)=CC=4N=C3C3=NC4C=C(O)C(O)=CC=4N=C3C2=NC2C=C(O)C(O)=CC1=2,1.76E-07,9.975373706,9.975373706,0.25806007,-0.375699238,0.10535078,480.396,468.3,480.0818321,174,0.159232533,-0.504205352,0.504205352,0.159232533,0.277777778,0.416666667,0.555555556,16.31011961,10.11904687,2.202446039,-2.109662102,2.374253296,-1.987280759,6.206329126,0.404433347,2.838152008,1.763428911,1711.997861,24.87758622,17.83066476,17.83066476,17.26206059,10.48902397,10.48902397,8.251371516,8.251371516,5.95456806,5.95456806,4.23263536,4.23263536,-5.52,202975390.6,19.90491199,6.537081269,2.627049511,197.6046807,30.63916437,0,30.63916437,66.20040861,36.39820241,60.54303549,36.39820241,198.72,30.63916437,100.6974796,0,59.85224223,3.160668185,-2.254195431,7.57359101,36,6,12,4,7,12,6,12,7,3.2094,128.2368,4,Class_0
NC1C(=CC2=C(C=1)N=C1C3C(C4C(C1=N2)=NC1C=C(C(=CC=1N=4)N)N)=NC1C=C(N)C(N)=CC=1N=3)N,2,6.036053376,6.036053376,0.402664007,0.402664007,0.105578877,474.492,456.348,474.1777386,174,0.119684387,-0.396997054,0.396997054,0.119684387,0.277777778,0.416666667,0.555555556,14.9297949,10.11203379,2.1955562,-2.116667382,2.349482809,-2.018541467,6.208992948,1.336605021,2.838152008,1.763428911,1699.997861,24.87758622,18.6114848,18.6114848,17.26206059,10.879434,10.879434,8.671979857,8.671979857,6.279971391,6.279971391,4.395738742,4.395738742,-5.52,202975390.6,19.90491199,6.537081269,2.627049511,200.8786224,34.40200486,36.39820241,0,100.3247263,36.39820241,29.90387113,36.39820241,233.46,0,0,100.3247263,0,44.85657158,0,10.05860478,36,12,12,4,7,12,6,12,7,2.469,144.7224,4,Class_2
OC1=CC2=C(C3C=C(C(=CC=3C3C2=CC2C4C=C5C(C6C=C(C(=CC=6C6C=C(C(=CC=65)O)O)O)O)=CC=4C4C=C5C(=CC=4C=2C=3)C2C=C(C(=CC=2C2C=C(C(=CC=25)O)O)O)O)O)O)C=C1O,0.21,10.91527191,10.91527191,0.379141009,-0.387331114,0.038679724,870.822,840.582,870.1737264,318,0.157557626,-0.504244761,0.504244761,0.157557626,0.106060606,0.166666667,0.242424242,16.3208221,9.842417941,2.226548882,-2.191891194,2.514320791,-1.910185951,6.387532976,0.404298529,3.287918766,1.339220241,3764.735796,45.51253175,33.75886799,33.75886799,31.62514169,20.57558642,20.57558642,17.14916437,17.14916437,13.64342197,13.64342197,10.60804743,10.60804743,-9.42,1.00582E+15,37.16251234,12.18253038,4.700375397,367.1421825,61.27832874,238.4639884,61.27832874,129.2693811,109.1946072,61.27832874,109.1946072,242.76,61.27832874,68.994142,129.2693811,143.8519318,0,-4.59883274,28.74690099,66,12,12,13,13,12,12,12,13,11.9922,256.4916,13,Class_2
OC1C(=C2C3C4C(=C(C(=C5C=4C4=C6C7C(=C(C(=C8C=7C=3C=1O8)O)O)OC6=C(C(=C4O5)O)O)O)O)O2)O,0.2,10.77896056,10.77896056,0.121300548,-0.744276712,0.128587044,488.316,480.252,488.0015757,176,0.205433087,-0.501571997,0.501571997,0.205433087,0.222222222,0.333333333,0.444444444,16.40551038,9.928829396,2.372059149,-2.057825742,2.622207734,-1.82083063,6.463331956,0.387490517,3.601517708,1.892564678,1900.688811,24.68483359,17.21070193,17.21070193,17.21812181,10.42184754,10.42184754,8.830095834,8.830095834,7.250817015,7.250817015,5.827210217,5.827210217,-5.52,408909445.2,17.88956557,4.813662732,1.433649826,192.3529811,58.52082291,0,58.52082291,87.75395485,0,40.85221916,17.66860375,214.4,40.85221916,87.75395485,0,87.2020889,-2.213675149,-5.954213698,0,36,8,12,5,9,12,8,12,9,5.2424,122.4304,4,Class_2
OC1C(=C2C3C4C(=C(C(=C5C=4C4C([Te]5)=C(C(=C5C=4C=3C=1[Te]5)O)O)O)O)[Te]2)O,3.21,10.67159011,10.67159011,0.129871032,-1.202202211,0.082174129,701.04,694.992,707.7351111,132,0.159118383,-0.477639247,0.477639247,0.159118383,0.296296296,0.444444444,0.592592593,16.32023679,10.02937223,2.188862533,-2.106834914,2.409051874,-1.979705879,6.263049358,0.403884721,3.32323296,2.100773852,1380.085795,18.51362519,12.90802644,19.89911994,12.91359136,7.816385658,14.80747915,6.622571876,15.36143874,5.438112761,15.74023565,4.370407663,14.67253056,-1.171168831,3886344.816,15.71722691,4.523188476,1.438940488,177.1010285,0,0,30.63916437,114.0228755,0,91.93212526,0,121.38,30.63916437,34.497071,20.4125693,69.22956173,0,-0.77922619,0,27,6,6,4,7,6,6,9,7,2.3238,105.8448,4,Class_2
OC1C(=C2C3C4C(S2)=C(C(=C2C=4C4=C5C(SC=1C5=3)=C(C(=C4S2)O)O)O)O)O,0.000248,10.57079011,10.57079011,0.295434146,-0.295434146,0.14719487,414.441,408.393,413.9326509,132,0.176783547,-0.503232927,0.503232927,0.176783547,0.296296296,0.444444444,0.592592593,32.13587979,9.928829396,2.335038588,-2.098779303,2.649924398,-1.82083063,7.312469784,0.413320389,3.32323296,2.100773852,1380.085795,18.51362519,12.90802644,15.35751619,12.91359136,7.816385658,10.2658754,6.622571876,9.684434054,5.438112761,9.047697497,4.370407663,7.979992399,-2.88,3886344.816,14.21160172,3.86226883,1.189295356,159.1449573,30.63916437,0,30.63916437,94.52722242,0,30.63916437,0,121.38,30.63916437,34.497071,60.51686479,67.53107285,0,-1.772604875,0,27,6,6,4,7,9,6,9,7,5.3373,108.6558,4,Class_1
OC1C(=C2C3C4C([Se]2)=C(C(=C2C=4C4=C5C([Se]C=1C5=3)=C(C(=C4[Se]2)O)O)O)O)O,0.0417,10.63969636,10.63969636,0.182256236,-0.476694303,0.097198445,555.12,549.072,557.7660018,132,0.159118383,-0.477639247,0.477639247,0.159118383,0.296296296,0.444444444,0.592592593,16.32023679,10.02937223,2.188862533,-2.106834914,2.409051874,-1.979705879,6.263049358,0.403884721,3.32323296,2.100773852,1380.085795,18.51362519,12.90802644,18.0472426,12.91359136,7.816385658,12.95560182,6.622571876,13.04659207,5.438112761,13.01129663,4.370407663,11.94359153,-1.981558442,3886344.816,15.00064574,4.204168262,1.31732181,165.4959955,0,0,30.63916437,101.3889176,0,74.1498459,0,121.38,30.63916437,34.497071,25.56089077,68.69214923,0,-1.093537415,0,27,6,6,4,7,6,6,9,7,2.3238,105.8448,4,Class_1
OC1C(=C2C3C=CC=CC=3C3C4C5C(C6C=CC=CC=6C6C=5C5C(C7C=CC=CC=7C=1C=5C=42)=C(C=6O)O)=C(C=3O)O)O,6.80E-05,11.72835369,11.72835369,0.287684083,-0.287684083,0.064336807,546.534,528.39,546.1103383,198,0.166296574,-0.503800047,0.503800047,0.166296574,0.214285714,0.357142857,0.5,16.31125617,9.767053675,2.332890469,-2.266751107,2.630142649,-1.976802776,6.552972648,0.412025615,3.014169726,1.808689404,2316.954692,28.34168783,21.6114848,21.6114848,20.41359136,13.57369159,13.57369159,11.22839213,11.22839213,9.490952298,9.490952298,8.001565151,8.001565151,-5.88,9957217818,21.88359024,6.699587799,2.049983689,234.2688611,30.63916437,32.31734529,30.63916437,96.95203586,72.79640482,30.63916437,72.79640482,121.38,30.63916437,34.497071,96.95203586,79.94434578,0,-1.726104497,21.78175871,42,6,6,10,10,6,6,6,10,8.6124,167.5428,10,Class_1
OC1C(=CC2C3=NC4C=C(C(=CC=4C4N3C(C3C=C(C(=CC=3N=4)O)O)=NC=2C=1)O)O)O,0.005,10.03287548,10.03287548,0.310050548,-0.366293377,0.307036046,416.349,404.253,416.0756841,152,0.159118383,-0.504242164,0.504242164,0.159118383,0.419354839,0.677419355,0.967741935,16.31021302,9.971448907,2.399953125,-2.379946238,2.465797764,-2.476958361,6.361108388,0.403022322,2.719367039,1.761643258,1282.212403,21.60156534,15.43623757,15.43623757,14.81257084,9.068203581,9.068203581,7.215855293,7.215855293,5.3158163,5.3158163,3.847433039,3.847433039,-4.73,14189064.39,17.15595088,5.448033814,2.177610952,172.8341281,30.63916437,18.19910121,30.63916437,34.56901818,53.08855689,53.04593346,51.37541661,161.7,30.63916437,34.497071,51.25937266,59.99771207,2.13313933,-1.257852381,7.80111804,31,6,10,3,3,10,6,10,6,2.7977,109.7448,3,Class_1
OC1C(=CC2C3C4C5C(C=2C=1)=C1C=C(C(=CC1=C1C=5C2C(C5C=C(C(=CC=51)O)O)=C1C=C(C(=CC1=C1C5C=C(C(=CC=5C(C=4C=21)=C1C=3C=C(C(=C1)O)O)O)O)O)O)O)O)O,0.0331,11.16755018,11.16755018,0.394639458,-0.461626474,0.038980539,792.708,768.516,792.1267762,288,0.157557984,-0.504244759,0.504244759,0.157557984,0.133333333,0.216666667,0.3,16.32073846,9.738302774,2.324547419,-2.282550635,2.61734648,-1.992123143,6.606627628,0.404525604,3.198760715,1.589281976,3300.582997,41.26989107,30.29476638,30.29476638,28.7261622,18.6114848,18.6114848,15.81903736,15.81903736,12.92034576,12.92034576,10.67952202,10.67952202,-8.64,5.49342E+13,32.44637033,9.89412924,3.433511725,331.0792572,61.27832874,202.065786,61.27832874,129.2693811,72.79640482,61.27832874,72.79640482,242.76,61.27832874,0,129.2693811,144.8663361,0,-5.53951769,16.67318158,60,12,12,13,13,12,12,12,13,10.3056,230.0496,13,Class_1
OC1C(=CC2C3N4C(C5C=C(C(=CC=5N=3)O)O)=NC3C=C(C(=CC=3C4=NC=2C=1)O)O)O,0.001,10.03287548,10.03287548,0.310050548,-0.366293377,0.307036046,416.349,404.253,416.0756841,152,0.159118383,-0.504242164,0.504242164,0.159118383,0.419354839,0.677419355,0.967741935,16.31021302,9.971448907,2.399953125,-2.379946238,2.465797764,-2.476958361,6.361108388,0.403022322,2.719367039,1.761643258,1282.212403,21.60156534,15.43623757,15.43623757,14.81257084,9.068203581,9.068203581,7.215855293,7.215855293,5.3158163,5.3158163,3.847433039,3.847433039,-4.73,14189064.39,17.15595088,5.448033814,2.177610952,172.8341281,30.63916437,18.19910121,30.63916437,34.56901818,53.08855689,53.04593346,51.37541661,161.7,30.63916437,34.497071,51.25937266,59.99771207,2.13313933,-1.257852381,7.80111804,31,6,10,3,3,10,6,10,6,2.7977,109.7448,3,Class_1
OC1C(=CC2C3N4C(C5C=C(C(=CC=5N=3)O)O)=NC3C=C(O)C(O)=CC=3C4=NC=2C=1)O,5.00E-05,10.03287548,10.03287548,0.310050548,-0.366293377,0.307036046,416.349,404.253,416.0756841,152,0.159118383,-0.504242164,0.504242164,0.159118383,0.419354839,0.677419355,0.967741935,16.31021302,9.971448907,2.399953125,-2.379946238,2.465797764,-2.476958361,6.361108388,0.403022322,2.719367039,1.761643258,1282.212403,21.60156534,15.43623757,15.43623757,14.81257084,9.068203581,9.068203581,7.215855293,7.215855293,5.3158163,5.3158163,3.847433039,3.847433039,-4.73,14189064.39,17.15595088,5.448033814,2.177610952,172.8341281,30.63916437,18.19910121,30.63916437,34.56901818,53.08855689,53.04593346,51.37541661,161.7,30.63916437,34.497071,51.25937266,59.99771207,2.13313933,-1.257852381,7.80111804,31,6,10,3,3,10,6,10,6,2.7977,109.7448,3,Class_1
OC1C=C2C#CC3C(C#CC4C(C#CC2=CC=1O)=CC(=C(C=4)O)O)=CC(=C(C=3)O)O,2.25E-07,9.842101515,9.842101515,0.300368271,-0.381037461,0.200595045,396.354,384.258,396.0633881,144,0.158239217,-0.504229136,0.504229136,0.158239217,0.3,0.433333333,0.566666667,16.30996314,10.00505025,2.103735638,-2.051040331,2.310226101,-1.904603258,5.664388691,0.403120698,2.699849609,2.083526208,1142.244614,21.4134846,15.14738319,15.14738319,14.31257084,8.555742402,8.555742402,6.409518678,6.409518678,4.339660179,4.339660179,2.754985608,2.754985608,-4.86,5270041.641,18.5008473,6.945502844,3.355587229,170.4924918,30.63916437,0,30.63916437,0,69.77891136,30.63916437,36.39820241,121.38,30.63916437,34.497071,33.38070895,59.05260909,1.802209625,14.6514938,7.493687484,30,6,6,3,3,6,6,6,4,2.433,107.2548,3,Class_0
OP(C1C=CC2C=C(C=CC=2C=1)P(=O)(O)O)(=O)O,2,11.07268589,11.07268589,0.125991119,-4.32034633,0.596200394,288.132,278.052,287.9952613,96,0.355734827,-0.321038901,0.355734827,0.321038901,0.666666667,1,1.277777778,31.19244643,10.12674973,2.19155775,-2.077383456,2.35880714,-2.055146628,7.601919429,0.384967404,2.248507311,2.628001942,637.330164,13.55204176,8.963879769,10.75273415,8.176669926,4.838429711,8.063153645,3.803814773,7.012726845,2.480107116,4.381845855,1.582895645,2.734869641,-1,7422.322633,13.43209877,4.280618312,2.699724518,102.2158835,19.57364641,35.0379167,28.70374298,36.57305287,36.39820241,19.57364641,36.39820241,115.06,9.13009657,10.60907979,10.77244843,0.762878874,0,0,7.934624276,18,4,6,2,2,2,4,8,2,0.4458,67.3042,2,Class_2
S1C2C(C3=CC(O)=C(O)C=C3)=C(C3=CC=C(O)C(O)=C3)SC=2C(C2=CC(O)=C(O)C=C2)=C1C1=CC=C(O)C(O)=C1,0.018,10.32265822,10.32265822,0.277196682,-0.319194264,0.102252236,572.616,552.456,572.0599596,200,0.157541255,-0.504259628,0.504259628,0.157541255,0.325,0.6,0.9,32.1361686,9.986324258,2.259403775,-2.092871604,2.564309841,-1.816889654,7.327237955,0.40369977,3.469169976,1.735610503,1813.130974,28.29179978,20.32240858,21.95540174,19.1171013,11.80748645,13.44047961,9.084594822,11.12583627,6.526109166,9.167964327,4.552380751,7.506895037,-5.06,1272671479,25.23076715,9.296201966,4.063343324,233.976041,40.85221916,82.91747665,40.85221916,32.07341159,72.79640482,40.85221916,72.79640482,161.84,40.85221916,45.99609467,43.13500334,80.85644352,3.701958997,-2.380852839,17.81951738,40,8,8,4,6,10,8,10,6,7.2756,154.7644,4,Class_1
[CH-]1C=CC=C1C(=O)O.[CH-]1C=CC=C1C(=O)O.[Fe+2],1.35,10.06203704,10.06203704,0,-0.865740741,0.649934418,274.053,263.973,273.9928463,90,2,-0.521086664,2,0.521086664,0.882352941,1.235294118,1.352941176,16.32023679,10.02937223,2.188862533,-2.106834914,2.409051874,-1.979705879,6.263049358,0.403884721,2.926558058,2.84E-07,398.5737126,11.96625533,8.683279316,9.787463899,7.609060905,4.510162424,4.510162424,2.957455757,2.957455757,1.819257065,1.819257065,1.033159607,1.033159607,-1.840519481,5548.754078,15.15948052,7.435633407,5.151321901,108.7103696,19.80212916,0,36.87080731,11.93861058,59.65783953,22.15166537,48.53093655,74.6,9.589074368,17.06867815,11.12690298,16.54740741,0.703703704,-1.731481481,13.02296296,17,2,4,2,2,2,2,5,2,2.2049,57.9886,0,Class_2
[H]C1C2C(=C(C(NC=2C2=C(C(=C(C(=N2)[H])[H])[H])C=1[H])=O)[H])[H],3.90E-06,11.24378449,11.24378449,0.096617536,-0.096617536,0.55931298,196.209,188.145,196.0636629,72,0.247957584,-0.320088599,0.320088599,0.247957584,1,1.8,2.733333333,16.13765826,10.12204537,2.003671004,-2.007067793,2.192043875,-2.023021987,6.017685143,1.300140428,2.287029952,2.631600572,700.3760069,10.25071238,7.89691377,7.89691377,7.343336593,4.712638839,4.712638839,3.427495237,3.427495237,2.469316646,2.469316646,1.761319124,1.761319124,-2.16,4798.18884,8.173359973,2.916788901,1.205349967,85.39555024,4.983978521,12.13273414,0,21.80584986,52.94885006,9.967957042,47.38958317,45.75,4.794537184,5.559266895,0,2.034861111,1.549956538,0,11.18052201,15,1,3,1,3,2,1,3,3,2.0763,59.8697,1,Class_0
[H]C1C2C(=C(C(NC=2C2=C(C(=C(C(=N2)[H])[H])[H])C=1[H])=S)[H])[H],0.005,5.119101002,5.119101002,0.736715797,0.736715797,0.456483346,212.277,204.213,212.0408193,72,0.103241306,-0.344325665,0.344325665,0.103241306,1,1.8,2.733333333,32.09199362,10.1228556,1.99615416,-2.014557808,2.204880377,-1.840118085,7.710742505,1.354295063,2.287029952,2.631600572,700.3760069,10.25071238,7.89691377,8.713410351,7.343336593,4.712638839,5.12088713,3.427495237,3.867321642,2.469316646,2.707461482,1.761319124,1.931422578,-1.74,4798.18884,8.558849647,3.137017426,1.320709325,91.59280839,4.983978521,18.19910121,0,34.02372331,47.23563525,9.967957042,42.59504598,28.68,0,0,0,2.260787037,1.988240741,0,12.03995607,15,1,2,1,3,2,1,3,3,3.44559,64.4337,1,Class_1
[SeH]C1C(=C(C([SeH])=C(C=1[SeH])[SeH])[SeH])[SeH],110,2.621712963,2.621712963,1.294953704,1.294953704,0.281448825,551.874,545.826,557.546078,66,0.159118383,-0.477639247,0.477639247,0.159118383,0.333333333,0.416666667,0.5,16.32023679,10.02937223,2.188862533,-2.106834914,2.409051874,-1.979705879,6.263049358,0.403884721,2.081571824,3.603567451,226.3030902,9.464101615,5.683281573,16.94274005,5.464101615,2.841640786,8.471370023,2.091640786,7.721370023,1.345820393,11.96068501,0.672910197,5.980342506,2.336883117,416.3143648,12.40663328,4.907908531,2.285935834,121.0424537,0,0,0,122.8476003,0,96.07636959,0,0,0,0,0,0,0,0,0,12,0,0,1,1,0,0,6,1,-7.1568,67.14,1,Class_2

